Moneda,Descripción,Ranking,Capitalización de mercado,Capitalización de mercado - Divisa,"Direcciones ""In the money"" %","Direcciones ""At the money"" %","Direcciones ""Out of the money"" %",Direcciones de beneficios %,"Direcciones ""break-even"" (punto de equilibrio) %",Direcciones de pérdidas %
OORT,OORT,682,23547533.632822778,USD,,,,,,
BSW,Biswap,683,23554043.82954,USD,,,,,,
LOKA,League of Kingdoms Arena,684,23555215.26706308,USD,,,,,,
FARM,Harvest Finance,685,23390639.717910975,USD,5.430948419301164,1.6106489184692179,92.95840266222962,10.722129783693845,1.3444259567387686,87.93344425956738
KLV,Klever,686,23338690.908688866,USD,,,,,,
CHESS,Tranchess,687,23350052.1135,USD,,,,,,
NXRA,Nexera,688,22982680.596526008,USD,,,,,,
VOXEL,Voxies,689,23363034.917609658,USD,,,,,,
HTR,Hathor,690,21969686.91394078,USD,,,,,,
KEKIUS,Kekius Maximus,691,22720000,USD,,,,,,
KISHU,Kishu Inu,692,22533347.337487143,USD,,,,,,
LOOKS,LooksRare,693,22731674.052309,USD,0,0.020977554017201593,99.9790224459828,9.765750646807914,0.04335361163554996,90.19089574155653
LUNA,Luna by Virtuals,694,22135000,USD,,,,,,
ALEPH,Aleph.im,695,22763567.554930136,USD,,,,,,
MYRO,Myro,696,21840378.444764998,USD,,,,,,
RBN,Ribbon Finance,697,21864425.127996054,USD,8.068980200127742,4.449648711943794,87.48137108792847,17.45795188418139,3.2999787098147757,79.24206940600384
MNGO,Mango,698,21678873.648497242,USD,,,,,,
ELIZA,Eliza (elizawakesup),699,23467872.294450153,USD,,,,,,
GAFI,GameFi.org,700,22295093.7033636,USD,,,,,,
GFAL,Games for a living,701,21650481.488506753,USD,,,,,,
HOPR,HOPR,702,21278328.369184,USD,,,,,,
ASD,ASD,703,21246708.442388,USD,,,,,,
CLANKER,tokenbot,704,22765000,USD,,,,,,
REN,Ren,705,21237771.36865083,USD,0.4515933425886033,0.08297828203041474,99.46542837538098,7.429747714107904,0.057446502944133275,92.51280578294796
KOMA,Koma Inu,706,20915609.508764576,USD,,,,,,
ADX,AdEx,707,20581296.327472642,USD,9.123635954550569,2.1599730003374957,88.71639104511193,14.478569017887278,1.7887276409044885,83.73270334120824
SIX,SIX,708,20690402.158603564,USD,,,,,,
CEEK,CEEK VR,709,20001138.15198957,USD,82.18010299017699,0.056255138690553465,17.76364187113246,82.69505387511359,0.06058245705136527,17.244363667835042
PROPC,Propchain,710,20666898.79502676,USD,,,,,,
HEGIC,Hegic,711,21031595.558067184,USD,44.951229564500615,4.107707102623987,50.941063332875395,49.86948756697348,3.8192059348811647,46.31130649814535
BLUE,Bluefin,712,20260787.78286,USD,,,,,,
LINA,Linear Finance,713,20288821.279586963,USD,,,,,,
BLZ,Bluzelle,714,19781433.454685993,USD,3.7889705107026113,0.6853889142736636,95.52564057502373,7.679870654810024,0.5342518716389583,91.78587747355101
SHPING,SHPING,715,20002564.935608,USD,,,,,,
LEASH,Doge Killer,716,20262646.052475877,USD,10.790644281819487,0.12914334911752046,89.08021236906299,19.6405510116229,0.21882623044913188,80.14062275792797
NEIRO,Neiro Ethereum,717,19589000,USD,,,,,,
QUICK,Quickswap[New],718,19882833.81040042,USD,,,,,,
GROK,GROK,719,19915964.03935912,USD,,,,,,
SLF,Self Chain,720,19799640,USD,,,,,,
FIO,FIO Protocol,721,19342946.71943561,USD,,,,,,
OPUL,Opulous,722,19209495.321996022,USD,,,,,,
BIFI,Beefy,723,19219200,USD,,,,,,
PORK,PepeFork,724,18508904.559462916,USD,,,,,,
COMBO,COMBO,725,19025526.56196,USD,,,,,,
FIRO,Firo,726,18753606.53075827,USD,,,,,,
GEMS,Gems,727,18832362.019093,USD,,,,,,
PROS,Prosper,728,18374160.31065,USD,,,,,,
FOX,Shapeshift FOX Token,729,18693268.885367997,USD,,,,,,
MANEKI,MANEKI,730,18376624.9558536,USD,,,,,,
CHEQ,cheqd,731,18293697.921494998,USD,,,,,,
GOG,Guild of Guardians,732,18075543.382249057,USD,,,,,,
SUSD,sUSD,733,17909714.163418297,USD,50.2292471042471,4.765926640926641,45.004826254826256,64.57528957528957,3.2456563706563704,32.17905405405405
PIVX,PIVX,734,18036902.583905935,USD,,,,,,
WING,Wing Finance,735,17916857.9566292,USD,,,,,,
VVAIFU,Dasha,736,17111381.953738194,USD,,,,,,
UFT,UniLend,737,17550113.394791003,USD,1.9202898550724639,1.8659420289855073,96.21376811594203,10.380434782608695,1.7934782608695652,87.82608695652175
SANTOS,Santos FC Fan Token,738,17643648.701917257,USD,,,,,,
QTCON,Quiztok,739,17077793.578317393,USD,,,,,,
SAMO,Samoyedcoin,740,16988121.026108403,USD,,,,,,
DLC,Diamond Launch,741,16611381.67952,USD,,,,,,
VIDT,VIDT DAO,742,16578560.209666,USD,,,,,,
PROPS,Propbase,743,15811345.097459411,USD,,,,,,
BURGER,BurgerCities,744,16435304.282432105,USD,,,,,,
VLX,Velas,745,16372205.764814515,USD,,,,,,
MAJOR,Major,746,16288231.20456,USD,,,,,,
PSG,Paris Saint-Germain Fan Token,747,16295172.705,USD,,,,,,
ALPACA,Alpaca Finance,748,16147385.540360533,USD,,,,,,
CREAM,Cream Finance,749,16019718.581099998,USD,0.3658397164742197,0.6287870126900652,99.00537327083572,8.219961129530125,0.37727220761403907,91.40276666285584
KRL,Kryll,750,15979129.338171849,USD,63.90592309357189,5.18721592958661,30.9068609768415,64.59129932905275,4.949137868840632,30.459562802106632
PSP,ParaSwap,751,16627884.60888,USD,6.787521079258011,1.981450252951096,91.2310286677909,8.895446880269814,1.3069139966273187,89.79763912310287
BZZ,Swarm,752,15176868.69075987,USD,,,,,,
PDA,PlayDapp,753,15549984.86643,USD,,,,,,
SWAP,TrustSwap,754,14978275.61556,USD,3.6878460923674146,3.293943026773991,93.0182108808586,20.106182565507794,2.523263115830336,77.37055431866186
VXV,Vectorspace AI,755,15861532.280517912,USD,,,,,,
HARD,Kava Lend,756,15340639.73508,USD,,,,,,
OG,OG Fan Token,757,15167538.3946,USD,,,,,,
PNK,Kleros,758,15248255.209918264,USD,,,,,,
OBSR,Observer,759,15271977.134109698,USD,,,,,,
MEMEFI,MemeFi,760,14926000,USD,,,,,,
VINU,Vita Inu,761,14783982.72855922,USD,,,,,,
WNCG,Nine Chronicles,762,14408145.825252842,USD,,,,,,
DMTR,Dimitra,763,14506551.866367854,USD,,,,,,
TROY,TROY,764,14886000,USD,,,,,,
SQGROW,Squid Grow,765,14741000,USD,,,,,,
AMB,AirDAO,766,14766767.75266,USD,,,,,,
VOLT,Volt Inu,767,14837830.175606119,USD,,,,,,
BAR,FC Barcelona Fan Token,768,14558328.4146,USD,,,,,,
VAI,VAIOT,769,14525558.908595,USD,,,,,,
MUMU,Mumu the Bull,770,14198106.667021222,USD,,,,,,
SOV,Sovryn,771,13942215.911304025,USD,,,,,,
NIM,Nimiq,772,13618297.837437958,USD,,,,,,
AST,AirSwap,773,13692455.867806962,USD,15.065420560747663,1.4728971962616821,83.46168224299065,19.439252336448597,1.2934579439252336,79.26728971962616
DEAI,Zero1 Labs,774,13396751.89384,USD,,,,,,
GYEN,GYEN,775,13358740.002045,USD,,,,,,
MAVIA,Heroes of Mavia,776,13436875.2991,USD,,,,,,
VIB,Viberate,777,13314467.129999999,USD,2.2551230512795373,1.156976174134719,96.58790077458575,5.157368369447985,1.0197078144916167,93.8229238160604
CGO,Comtech Gold,778,12748938,USD,,,,,,
GAL,Galxe,779,15060401.863686804,USD,,,,,,
TIME,Chrono.tech,780,12653503.547,USD,,,,,,
REEF,Reef,781,11458176.811322441,USD,,,,,,
PLU,Pluton,782,13040015.487586997,USD,5.023575295418825,2.497234996216311,92.47918970836486,7.806042260899935,1.7346760579777636,90.4592816811223
CRTS,Cratos,783,12297311.367272802,USD,,,,,,
DBC,DeepBrain Chain,784,11854117.344866501,USD,,,,,,
LAZIO,S.S. Lazio Fan Token,785,11973547.42558563,USD,,,,,,
DNX,Dynex,786,11930238.45820602,USD,,,,,,
MOTHER,Mother Iggy,787,12290400.74648096,USD,,,,,,
STC,SaitaChain Coin,788,11748793.945910586,USD,,,,,,
NTX,NuNet,789,11601004.48031,USD,,,,,,
DFI,DeFiChain,790,11353977.203207333,USD,,,,,,
PORTO,FC Porto Fan Token,791,11420658.222471666,USD,,,,,,
ROUTE,Router Protocol,792,11671546.615784,USD,,,,,,
ALPINE,Alpine F1 Team Fan Token,793,11212433.600000001,USD,,,,,,
MNW,Morpheus.Network,794,12240382.795527073,USD,,,,,,
CWEB,Coinweb,795,11139000.699753234,USD,,,,,,
DVI,Dvision Network,796,11264103.26272,USD,,,,,,
BLOK,Bloktopia,797,11034710.70651729,USD,,,,,,
PIT,Pitbull,798,10612337.415128786,USD,,,,,,
USDJ,USDJ,799,10955864.337122845,USD,,,,,,
FLOCK,Flock.io,800,10975492.690642199,USD,,,,,,
UFO,UFO Gaming,801,11163333.333333222,USD,,,,,,
YFII,DFI.Money,802,10971298.959999999,USD,3.239139603542809,0.3374103753690426,96.42345002108816,11.311682834247152,0.3205398566005905,88.36777730915225
SDAO,SingularityDAO,803,11149953.8707352,USD,,,,,,
WAGMIGAMES,WAGMI Games,804,11288944.969049018,USD,,,,,,
CITY,Manchester City Fan Token,805,10712570.625899998,USD,,,,,,
TAOCAT,TAOCat by Virtuals & Masa,806,11257300,USD,,,,,,
TRIAS,Trias Token (new),807,10502499.999999998,USD,,,,,,
HELLO,HELLO Labs,808,10536226.019108,USD,,,,,,
SOUL,Phantasma,809,10117150.255411198,USD,,,,,,
UNCX,UNCX Network,810,10482288.376272872,USD,,,,,,
KATA,Katana Inu,811,9822311.7934095,USD,,,,,,
BCD,Bitcoin Diamond,812,9676743.488985265,USD,,,,,,
ZERC,zkRace,813,9652320,USD,,,,,,
RLY,Rally,814,9752687.530009834,USD,0.20078354554358474,0.6562193927522038,99.14299706170421,3.099902056807052,0.5729676787463271,96.32713026444662
OUSD,Origin Dollar,815,9484851.80743409,USD,,,,,,
MXC,Moonchain,816,9481415.323239999,USD,,,,,,
ATM,Atletico De Madrid Fan Token,817,9234901.926,USD,,,,,,
ASR,AS Roma Fan Token,818,9184679.8246,USD,,,,,,
WRX,WazirX,819,9124088.107739009,USD,,,,,,
SPS,Splintershards,820,8909416.19633226,USD,,,,,,
AURY,Aurory,821,8964818.034712,USD,,,,,,
MUBI,Multibit,822,8977975,USD,,,,,,
VITE,VITE,823,8789018.088681404,USD,40.11343129672596,0.20623872131992002,59.68032998195412,48.749677751997936,0.20623872131992002,51.04408352668214
MCB,MUX Protocol,824,8688232.5405,USD,4.149715215622457,1.8714401952807163,93.97884458909682,17.331163547599672,1.1391375101708707,81.52969894222946
JUV,Juventus Fan Token,825,8620349.7324,USD,,,,,,
NWC,Newscrypto,826,8279866.69677573,USD,,,,,,
KP3R,Keep3rV1,827,8214438.96,USD,4.584004294149222,0.15029522275899088,95.26570048309179,12.206119162640903,0.13955984970477725,87.65432098765432
WRLD,NFT Worlds,828,8172664.562205,USD,,,,,,
OPEN,Open Custody Protocol,829,8416478.73039292,USD,,,,,,
LUCE,LUCE,830,8128199.9674872,USD,,,,,,
STOS,Stratos,831,8216085.0695,USD,,,,,,
JEWEL,DeFi Kingdoms,832,7936608.864517877,USD,,,,,,
GAL,Galatasaray Fan Token,833,7828917.096,USD,,,,,,
ACM,AC Milan Fan Token,834,7423798.130910001,USD,,,,,,
GXA,GALAXIA,835,7393367.0521567995,USD,,,,,,
DC,Dogechain,836,7591295.9976723185,USD,,,,,,
NEXA,Nexa,837,7352065.214000001,USD,,,,,,
MAGA,MAGA,838,7159689.70308064,USD,,,,,,
FITFI,Step App,839,7268184,USD,,,,,,
BUY,Buying.com,840,7148405.165310001,USD,,,,,,
PEPE20,Pepe 2.0,841,7299046.999999999,USD,,,,,,
MAN,Matrix AI Network,842,7141067.959409272,USD,,,,,,
KAI,KardiaChain,843,6988690,USD,,,,,,
IMGNAI,Image Generation AI,844,7162247.9635934,USD,,,,,,
KWENTA,Kwenta,845,6721540.263808,USD,,,,,,
KAN,BitKan,846,6870005.064246464,USD,96.84425538294323,0.024361448944024887,3.131383168112737,97.43267807282199,0.02061353372186721,2.54670839345614
SAITO,Saito,847,6929898.113229999,USD,,,,,,
XCHNG,Chainge,848,6758475.646896,USD,,,,,,
KAR,Karura,849,6899199.60576,USD,,,,,,
RVF,RocketX exchange,850,7151644.9985879995,USD,,,,,,
SDN,Shiden Network,851,6827220.388326052,USD,,,,,,
CULT,Cult DAO,852,6903859.0024487125,USD,,,,,,
TOMI,tomi,853,6624569.0045291595,USD,,,,,,
INTER,Inter Milan Fan Token,854,6561375.54688,USD,,,,,,
PUSH,Push Protocol,855,6716481.828224,USD,,,,,,
HNS,Handshake,856,6690346.593023999,USD,,,,,,
HERO,Metahero,857,6515799.074923,USD,97.08614095793115,0,2.91385904206884,97.17719905299582,0,2.8228009470041884
CEL,Celsius,858,6287942.503699999,USD,3.972616265674884,0.6549715301319817,95.37241220419314,10.779054076292665,0.5200276470394629,88.70091827666788
STARL,Starlink,859,6484865.15188324,USD,8.140668146624073,0.5143754399263631,91.34495641344957,10.357897016622449,0.4521089393036981,89.18999404407386
HYDRA,Hydra,860,6182054.7270166,USD,,,,,,
SRM,Serum,861,6110961.746165999,USD,,,,,,
RIF,Rifampicin,862,6140846.243979087,USD,,,,,,
MEV,MEVerse,863,6374946.136703236,USD,,,,,,
APM,apM Coin,864,6000563.9429440005,USD,,,,,,
BAD,Bad Idea AI,865,6382041.597697949,USD,,,,,,
XCAD,XCAD Network,866,6056530.40537082,USD,,,,,,
IZI,Izumi Finance,867,5945814.88,USD,,,,,,
URO,Urolithin A,868,6002059.605946887,USD,,,,,,
POOLX,Poolz Finance,869,5883693.321894,USD,,,,,,
CVP,PowerPool,870,5874082.53142407,USD,10.906456953642383,4.387417218543047,84.70612582781457,19.267384105960264,3.4147350993377485,77.31788079470199
CAPS,Ternoa,871,5768340.6847533,USD,,,,,,
FNCY,FNCY,872,5714154.882297898,USD,,,,,,
SOFI,RAI Finance,873,5720831.381258355,USD,,,,,,
BAX,BABB,874,5388082.514625,USD,50.18962432915921,0.6511627906976745,49.15921288014311,53.26654740608229,0.5867620751341681,46.14669051878354
KILT,KILT Protocol,875,5148095.9838,USD,,,,,,
IRIS,IRISnet,876,5282696.633247929,USD,,,,,,
CEUR,Celo Euro,877,4892080.795288967,USD,,,,,,
LLM,Large Language Model,878,4692187.612592,USD,,,,,,
FUSE,Fuse,879,4886001.643036079,USD,,,,,,
KEY,SelfKey,880,4816859.963443303,USD,2.9720101781170483,1.2722646310432568,95.7557251908397,6.788804071246819,1.1552162849872774,92.05597964376591
GZONE,GameZone,881,4678361.124645378,USD,,,,,,
SIS,Symbiosis,882,4604563.475872,USD,,,,,,
CQT,Covalent,883,4537731.879876254,USD,,,,,,
AKITA,Akita Inu,884,4763850.668487573,USD,5.9523043254376935,0.18666323377960864,93.8610324407827,7.537332646755922,0.18666323377960864,92.27600411946447
FEI,Fei USD,885,4538146.627460752,USD,18.144782199937325,26.23002193669696,55.62519586336572,27.89094327796929,14.03948605452836,58.06957066750235
CENNZ,CENNZnet,886,4636920,USD,60.03631228565665,0,39.96368771434335,66.95582005245107,0.0403469840629413,33.003832963485976
UNIBOT,Unibot,887,4193600,USD,1.4224369296833066,0.06709608158883522,98.51046698872786,8.709071390230811,0,91.29092860976918
BTM,BytomDAO,888,4451210.955529403,USD,2.1308146830013914,0,97.86918531699861,48.77375493349759,0,51.22624506650241
VAL,Validity,889,4005877.8658635155,USD,,,,,,
MTRG,Meter Governance,890,3871255.97082,USD,,,,,,
FRED,First Convicted RACCON,891,3800447.105587599,USD,,,,,,
GMM,Gamium,892,3665683.061690913,USD,,,,,,
CRU,Crust Network,893,3727492.3311599996,USD,,,,,,
BEER,BEERCOIN,894,3539913.2677963916,USD,,,,,,
TSUKA,Dejitaru Tsuka,895,3584100,USD,,,,,,
UNFI,Unifi Protocol DAO,896,3325030.9390661586,USD,0.11487650775416428,0,99.88512349224582,2.910204863105495,0.09573042312847023,96.99406471376604
CPH,Cypherium,897,3302150.161167,USD,,,,,,
BTS,BitShares,898,3142416.9519999996,USD,,,,,,
VGX,VGX Token,899,3213480.6467843573,USD,,,,,,
PRE,Presearch,900,3155614.2651385,USD,0.135393437400446,0.8840395030264415,98.9805670595731,2.453010512902198,0.7167887862376553,96.83020070086015
FRA,Findora,901,3232359.682148806,USD,,,,,,
OPTI,Optimus AI,902,3024201.828858,USD,,,,,,
DOME,Everdome,903,3071352.64689122,USD,,,,,,
BOND,BarnBridge,904,2984621.065022922,USD,0.019378593114139912,0.038757186228279825,99.94186422065758,3.391253794974485,0.045216717266326464,96.5635294877592
MDX,Mdex,905,2907090.4555713,USD,,,,,,
NEST,NEST Protocol,906,2804213.24400036,USD,51.663282836170545,0.12494143370295174,48.211775730126504,57.81664844604092,0.12494143370295174,42.05841012025613
RAI,Rai Reflex Index,907,2749232.6875053816,USD,30.896805896805894,29.914004914004916,39.189189189189186,34.64373464373464,21.345208845208845,44.01105651105651
ORC,Orbit Chain,908,2672564.973256141,USD,,,,,,
COT,Cosplay Token,909,2639998.0745087997,USD,,,,,,
REVV,REVV,910,2608812.098655,USD,,,,,,
FER,Ferro,911,2500113.8442209996,USD,,,,,,
LBC,LBRY Credits,912,2382797.360314621,USD,,,,,,
WOLF,LandWolf (SOL),913,2561329.8765827734,USD,,,,,,
ABBC,ABBC Coin,914,2372712.2199080805,USD,,,,,,
BSCPAD,BSCPAD,915,2345693.732673,USD,,,,,,
EPX,Ellipsis,916,2277911.3739374788,USD,,,,,,
SPH,Spheroid Universe,917,2268125.7588678,USD,,,,,,
BITCI,Bitcicoin,918,2180673.38118656,USD,,,,,,
PKF,Red Kite,919,2063999.7096485405,USD,,,,,,
BBF,Bubblefong,920,2050922.211989,USD,,,,,,
BRICK,r/FortNiteBR Bricks,921,1988796.47664,USD,,,,,,
FOR,ForTube,922,2168998.5,USD,1.6144137715738305,0.7135530482094278,97.67203318021674,2.8586718993890203,0.6600365695937207,96.48129153101725
TABOO,TABOO TOKEN,923,2018655.621808,USD,,,,,,
DUST,DUST Protocol,924,1975178.27935,USD,,,,,,
COVAL,Circuits of Value,925,1998537.195585257,USD,,,,,,
AKRO,Akropolis,926,1891156.1652354083,USD,0.11062529631775798,0.23705420639519567,99.65232049728705,6.695464362850973,0.19491123636938312,93.10962440077965
MLT,MILC Platform,927,1811232.3207580103,USD,,,,,,
VEXT,Veloce,928,1720023.767590473,USD,,,,,,
FSN,Fusion,929,1669071.7715110711,USD,59.49694405265632,0,40.503055947343675,61.27174424071462,0,38.72825575928538
OAX,OAX,930,1669721.627587749,USD,22.794434084062544,0.24386745086788122,76.96169846506957,30.598192511834743,0.27255773920527904,69.12924974895998
GMMT,Giant Mammoth,931,1529082.6691096,USD,,,,,,
SOLVE,SOLVE,932,1455909.9645335001,USD,2.595788242176075,0.11699327288680901,97.28721848493713,6.390757531441942,0.0804328751096812,93.52880959344839
RMRK,RMRK,933,1557824.9669511986,USD,,,,,,
WSM,Wall Street Memes,934,1340913.494713556,USD,,,,,,
PLANET,PLANET,935,1335158.745,USD,,,,,,
TAMA,Tamadoge,936,1223628.86339361,USD,,,,,,
AGLA,Angola,937,1167895.3800000001,USD,,,,,,
GFT,Gifto,938,1192870.2713921142,USD,,,,,,
VEGA,Vega Protocol,939,1054553.072468,USD,,,,,,
WOZX,Efforce,940,1154690.3552237952,USD,,,,,,
HVH,HAVAH,941,1116769.4350998001,USD,,,,,,
OOKI,Ooki Protocol,942,1098665.3159999999,USD,,,,,,
YOOSHI,YooShi,943,1049580.4063130373,USD,,,,,,
ZKB,ZKBase,944,938610.0160000001,USD,,,,,,
MULTI,Multichain,945,899148.5204866555,USD,5.27866437515345,15.860545052786643,78.8607905720599,9.256076602013257,14.608396759145592,76.13552663884114
SSG,SOMESING,946,767190.3303896,USD,,,,,,
RBLS,Rebel Bots,947,691526.3210665,USD,,,,,,
GRV,Grove Coin,948,668274.2033805001,USD,,,,,,
NVIR,NvirWorld,949,484039.70780858,USD,,,,,,
THN,Throne,950,478358.9815746,USD,,,,,,
HSF,Hillstone Finance,951,453653.395636,USD,,,,,,
WAIT,Hourglass,952,397752.79622814554,USD,,,,,,
DREP,Drep [new],954,289930,USD,,,,,,
VTS,Veritise,955,329271.6145048,USD,,,,,,
PNT,pNetwork,956,279191.41080486716,USD,,,,,,
PERL,PERL.eco,957,186954.44555548,USD,3.853794199443782,0,96.14620580055622,10.806515693285657,0,89.19348430671434
CVTX,Carrieverse,958,175838.3638008,USD,,,,,,
ORB,OrbCity,959,155623.6773368823,USD,,,,,,
KALM,KALM,960,139330.80000000002,USD,,,,,,
PTS,Petals,961,40952.612499999996,USD,,,,,,
EVA,Evadore,962,26570.644924,USD,,,,,,
1000SATS,1000SATS,,,,,,,,,
FTM,Fantom,,,,32.81540559527254,5.06012645150626,62.124467953221206,36.59035497334601,3.9815694863424107,59.42807554031159
