Moneda,Descripción,Ranking,Precio,Precio - Divisa,Capitalización de mercado,Capitalización de mercado - Divisa,Capitalización de mercado totalmente diluida,Capitalización de mercado totalmente diluida - Divisa,Oferta circulante,Oferta total,Volumen/Capitalización de mercado,Ratio valor de red/transacciones,Velocidad
LADYS,Milady Meme Coin,593,4.7869e-8,USD,35153367.166096576,USD,42507714.5077145,USD,734366023232083,888000888000888,0.24324943390998965,,
VENOM,Venom,594,0.035771,USD,35374631.207169995,USD,286168000,USD,988919270,7265740857.82,0.009508105287802038,,
DBR,DeBridge,595,0.030124,USD,35219425.166516,USD,301240000,USD,1169148359,9999997159.600344,1.721977563611207,,
WEN,Wen,596,0.000048224,USD,35093422.260889694,USD,35093422.260889694,USD,727716951329,727716951329,0.6663708485334414,,
LTO,LTO Network,597,0.079981,USD,34858313.2314315,USD,39990500,USD,435832425.5939723,435832425.5939723,0.08963380685558517,,
GST,Green Satoshi Token (SOL),598,0.012669,USD,34142456.73825294,USD,34269146.73825294,USD,2694960670.791139,2704960670.791139,0.073504343408143,,
OMG,OMG Network,599,0.24993,USD,35051532.383406036,USD,35051532.57207,USD,140245398.24513277,140245398.24513277,0.2970469499957887,44.5900930813955,0.02242650622358162
NS,Sui Name Service,600,0.20669,USD,34291163.89331653,USD,103345000,USD,165906255.229167,500000000,0.3451150187137893,,
CCD,Concordium,601,0.0031687,USD,33943249.08331203,USD,43597149.23234633,USD,10712042504.279997,13758686285.336678,0.00880135928202574,,
ERN,Ethernity Chain,602,1.4417,USD,34174503.70117692,USD,43251000,USD,23704309.98208845,30000000,0.3163399901343277,,
PERP,Perpetual Protocol,603,0.51006,USD,33665060.173916996,USD,76509000,USD,66002156.95,150000000,0.6000132293607527,23.742403540076726,0.0421187348750104
NGL,Entangle,604,0.056731,USD,32456504.763423,USD,47824233,USD,572112333,843000000,0.009850012038462438,,
SN,SpaceN,605,0.8205,USD,32828205,USD,820500000,USD,40010000,1000000000,0.00011209828110400797,,
GHX,GamerCoin,606,0.049253,USD,32012732.220641293,USD,39796424,USD,649965123.3557609,808000000,0.0878779235307315,41.07699963642302,0.024344523914869843
FUN,FUNToken,607,0.0030213,USD,32760565.17656056,USD,32760565.17656056,USD,10843201660.398026,10843201660.398026,0.1577581470831252,30.41295443323696,0.03288072529077098
UOS,Ultra,608,0.079011,USD,32345564.060536336,USD,79011000,USD,409380517.4031,1000000000,0.053841642700226656,74.53220281754267,0.013417019250699373
POKT,Pocket Network,609,0.019545,USD,32041014.657795,USD,32895629.7312,USD,1639345851,1683071360,0.026994385994745605,,
QRL,Quantum Resistant Ledger,610,0.46219,USD,31399880.6023,USD,48529950,USD,67937170,78663370.25340211,0.00510150296172421,,
POLS,Polkastarter,611,0.33088,USD,32826483.01630721,USD,33088000,USD,99209631.94000003,100000000,0.08239475522719207,,
MOODENG,MOO DENG,612,0.000079731,USD,32570759.084857047,USD,33542034.39,USD,408508097037,414508097037,0.355018815635461,,
IDEX,IDEX,613,0.039186,USD,31642263.681265436,USD,39186000,USD,807488993.04,1000000000,0.35571612748216325,147.933239431181,0.006759806003337087
ALCX,Alchemix,614,13.267,USD,31740413.09877197,USD,33478535.305686835,USD,2392433.33826577,2523444.28323561,0.29088500375249104,30.762677051874412,0.03250692383870631
GEL,Gelato,615,0.13147,USD,31882945.444176134,USD,55308114.300000004,USD,242511184.63661772,420690000,0.011547227589739814,628.0137098649066,0.001592321925925968
APX,APX,616,0.056237,USD,31335199.329348195,USD,223556449.36996618,USD,557198985.1760975,3975255603.4277463,0.15895214795765705,,
BRISE,Bitgert,617,7.9141e-8,USD,31315302.29,USD,79141000,USD,395690000000000,1000000000000000,0.9223046451503513,,
ORN,Orion,618,0.931,USD,31790163.405,USD,93100000,USD,34146255,92631255,0.030966249552638624,,
ARRR,Pirate Chain,619,0.16206,USD,31798408.099107336,USD,31798408.099107336,USD,196213797.97055,196213797.97055,0.0016120005801941065,,
KARRAT,KARRAT,620,0.15888,USD,31542797.048159998,USD,158880000,USD,198532207,1000000000,0.11533796585762397,,
TOKEN,TokenFi,621,0.030807,USD,30807609.639723003,USD,308070000,USD,1000019789,10000000000,0.754215384567544,,
TRUMP,MAGA,622,0.72855,USD,32054274.44235,USD,33879361.4046,USD,43997357,46502452,0.03190368228392776,,
VADER,VaderAI by Virtuals,623,0.032817,USD,32710000.598121,USD,32817000,USD,996739513,996739513,0.0493759561852456,,
GHST,Aavegotchi,624,0.58296,USD,30749858.195753366,USD,30749859.07030267,USD,52747801.21406849,52747802.71425598,0.5399857677959882,56.42750921256419,0.017721852584932796
BGSC,BugsCoin,625,0.0050378,USD,30604635,USD,503780000,USD,6075000000,99945000000,0.2310323461246138,,
MOB,MobileCoin,626,0.15356,USD,30466262.07812,USD,38390000,USD,198399727,250000000,0.013332398036525224,,
AHT,AhaToken,627,0.0050377,USD,30183644.144971307,USD,52895850,USD,5991552522.97106,7717161604.674749,0.15626429315858487,,
BOBO,BOBO,628,4.6989e-7,USD,31075914.038540527,USD,32422410,USD,66134444313649,66484444313649,0.0613705760181543,,
EWT,Energy Web Token,629,1.02475,USD,30806175.9155,USD,102475000,USD,30062138,81249868.50104612,0.01920929504426273,,
XION,XION,630,1.1622,USD,29705056.812599998,USD,232439999.99999997,USD,25559333,200000000,0.3513125511543264,,
SBD,Steem Dollars,631,2.1188,USD,29748781.031351198,USD,29748781.031351198,USD,14040391.274,14040391.274,1.4322698807995484,,
ALCH,Alchemist AI,632,0.034714,USD,29506900,USD,34714000,USD,850000000,1000000000,1.2293974541970958,,
LOCUS,Locus Chain,633,0.014437,USD,30044303.460935522,USD,101059000,USD,2081062787.3474767,7000000000,0.014801433599183962,,
SWELL,Swell Network,634,0.014965,USD,29296790.457332786,USD,149650000,USD,1957687300.85752,10000000000,0.7511292762055678,,
POLIS,Star Atlas DAO,635,0.105175,USD,29230012.737391796,USD,37863000,USD,277917877.2274,360000000,0.033741134528221,,
DEXT,DEXTools,636,0.3819,USD,29628808.533383194,USD,76380000,USD,77582635.59409058,120551255,0.012055429587682584,,
AMPL,Ampleforth,637,1.02065,USD,28858361.89284,USD,141726579.0239827,USD,28274493.6,138859137.82783785,0.08297853949988915,9.423320186412813,0.10611970942490825
ZKL,zkLink,638,0.13451,USD,29586595.371829998,USD,134510000,USD,219958333,1000000000,0.23198163747106615,,
BOBA,Boba Network,639,0.16957,USD,29102320.9965002,USD,84785000,USD,171624231.86,500000000,0.39137091888579467,57.191775490809654,0.017485031569979735
DIMO,DIMO,640,0.09316,USD,28532245.485571887,USD,93160000,USD,306271419.98252344,1000000000,0.024610460135536916,,
WAN,Wanchain,641,0.14503,USD,28779006.347102538,USD,30456300,USD,198434850.35580596,198434850.35580596,0.12395074529829563,,
VRTX,Vertex Protocol,642,0.067984,USD,28741454.545475833,USD,67984000,USD,422767924.00382197,996999999.9999979,0.06525203482703526,,
ALEX,ALEX Lab,643,0.047219,USD,28637845.516228694,USD,47219000,USD,606489877.3,606489877.3,0.04742379615090296,,
NULS,NULS,644,0.25744,USD,28687572.438403957,USD,54062400,USD,111434013.51151319,130512756.24985316,0.17274901508696375,,
HAI,Hacken Token,645,0.034542,USD,28793790.340272002,USD,34542000,USD,833587816,958587816,0.018161208912931194,,
SIGMA,SIGMA,646,0.031502,USD,28347049.588180702,USD,28349618.391994003,USD,899849202.85,899849202.85,0.1862838588533388,,
REKT,Rekt,647,1.12273e-7,USD,28717141.08847766,USD,47232128.37,USD,255779582700004.97,420690000000000,0.337014995036515,,
NUM,Numbers Protocol,648,0.038201,USD,28214471.506596,USD,38201000,USD,738579396,748642380,0.04195727487731003,,
VIC,Viction,649,0.28503,USD,27599669.81262,USD,59856300,USD,96830754,210000000,0.21049496582317676,,
VRA,Verasity,650,0.0028453,USD,27879902.354272597,USD,285241059.86925536,USD,9798580942,96798580942,0.9725747768919503,4575726629.619661,2.185445243880579e-10
GRND,SuperWalk,651,0.054611,USD,29914685.410713546,USD,53929614.784841,USD,547777653.05,987522931,0.12370062608948137,,
FLM,Flamingo,652,0.04266,USD,27518667.704794206,USD,42660000,USD,645069566.4508722,645069566.4508722,0.40703299351465183,,
FIS,StaFi,653,0.26047,USD,27244886.16227,USD,39275999.749866664,USD,104598941,150788957.461,0.46672029266476206,,
KMD,Komodo,654,0.1999,USD,27177179.8124,USD,28123909.467301734,USD,135953876,140689892.28265,0.09082379198091978,,
DATA,Streamr,655,0.024734,USD,27098665.700101998,USD,28630182.588368,USD,1095603853,1157523352,0.36770446124408684,,
WXT,Wirex Token,656,0.0026734,USD,26734000,USD,26734000,USD,10000000000,10000000000,0.05414170460716204,,
SIDUS,SIDUS,657,0.002179,USD,27031705.10760621,USD,41220628.222550884,USD,12405555349.979904,18917222681.299168,0.06646328696559531,,
CORE,cVault.finance,658,2660.36,USD,26603600,USD,26603600,USD,10000,10000,0.00007289705995805079,4934859.302378774,2.026400224861457e-7
MDT,Measurable Data Token,659,0.039237,USD,26530372.6994625,USD,39237000,USD,676157012.5,1000000000,0.4177394406878032,73.07307695292594,0.013684930780240787
XPRT,Persistence One,660,0.12315,USD,26276386.61121,USD,49667423.5488,USD,213368953.4,213371711,0.01667928597539036,,
MICHI,michi (SOL),661,0.046329,USD,25748125.03579514,USD,25748125.03579514,USD,555766907.030049,555766907.030049,0.510939907030013,,
COS,Contentos,662,0.0050838,USD,26316081.1152612,USD,50332034.3169552,USD,5176458774,9900474904,0.5278199133825896,460.3783575619633,0.002172126433778781
TARA,Taraxa,663,0.0049711,USD,26486253.696035,USD,59653200,USD,5328046850,10673824337,0.022255937939188234,,
QUACK,RichQUACK.com,664,5.6706e-10,USD,24999385.200120807,USD,26524716.526611574,USD,44085961274152300,46775855335611000,0.01797070117604288,,
OL,Open Loot,665,0.082645,USD,24782614.503627058,USD,413225000,USD,299868286.0866,5000000000,2.8339808642232884,,
TPT,TokenPocket,666,0.0073682,USD,25541551.41468,USD,43472380,USD,3466457400,3466457400,0.05864871461935068,,
ROOT,The Root Network,667,0.018122,USD,26219281.37283,USD,217464000,USD,1446820515,12000000000,0.20294085650410018,,
BETA,Beta Finance,668,0.028623,USD,25457122.715997,USD,28623000,USD,889393939,1000000000,0.35272455031149835,,
TET,Tectum,669,3.0913,USD,25037556.144098997,USD,30913000,USD,8099361.4803154,10000000,0.04767512786353117,,
SLND,Solend,670,0.49137,USD,24862180.760375068,USD,49137000,USD,50597677.433248,100000000,0.00391898671166769,,
DADDY,Daddy Tate,671,0.040375,USD,24210705.72636846,USD,40362445.87825,USD,599645962.262996,599645962.262996,0.11048499937311,,
NPT,Neopin,672,0.1465,USD,24496411.514650002,USD,146500000,USD,167211000.10000002,1000000000,0.055263024216129226,,
DIONE,Dione Protocol,673,0.0023984,USD,24332826.54212109,USD,32219147.5015584,USD,10145441353.452755,13433600526,0.06568304441273924,,
SUKU,Suku,674,0.06357,USD,25015530.78341353,USD,95355000,USD,393511574.38121015,1500000000,0.07333610629564004,,
AIDOGE,ArbDoge AI,675,1.3556e-10,USD,23649241.388401642,USD,25974619.524572946,USD,174455896934211000,191609763385755000,0.6797977040090405,,
WHY,WHY,676,5.7136e-8,USD,23997120,USD,23997120,USD,420000000000000,420000000000000,0.5072186470995894,,
BOSON,Boson Protocol,677,0.17505,USD,24422552.937432412,USD,35010000,USD,139517583.1901309,200000000,0.05194593745824534,,
EVER,Everscale,678,0.012106,USD,24036747.273092,USD,25634751.427516002,USD,1985523482,2117524486,0.011568112701268228,,
MATH,MATH,679,0.20768,USD,23749488.1478272,USD,41536000,USD,114356164.04,200000000,0.045713650867610665,,
MASA,Masa,680,0.066771,USD,23852668.496930998,USD,106090206.60723299,USD,357230961,1588866523,0.32541371012690323,,
KIN,Kin,681,0.00000853,USD,23524560.144365057,USD,23524560.144365057,USD,2757861681637.17,2757861681637.17,0.014422902789060745,,
OORT,OORT,682,0.072743,USD,23470420.638683885,USD,145486000,USD,322648511.0413907,2000000000,0.04939182643826085,,
BSW,Biswap,683,0.04319,USD,23515930.49001,USD,30233000,USD,544476279,641959704,0.5084192613122478,,
LOKA,League of Kingdoms Arena,684,0.12402,USD,23492704.442470152,USD,62010000,USD,189426741.19069627,220469974.23745456,0.5113870556066795,,
FARM,Harvest Finance,685,34.787,USD,23383245.69995313,USD,24017640.54,USD,672183.450713,690420,0.08285490541100816,77.0259822250964,0.012982632238011016
KLV,Klever,686,0.002628,USD,23338690.908688866,USD,26280000,USD,8880780406.65482,10000000000,0.04999228029406455,,
CHESS,Tranchess,687,0.11677,USD,23254461.28182,USD,35031000,USD,199147566,300000000,0.5946165550283855,,
NXRA,Nexera,688,0.022075,USD,23129367.41136593,USD,44150000,USD,1047762963.1422844,1148565277.9922845,0.013758855776664598,,
VOXEL,Voxies,689,0.106217,USD,23252047.148192957,USD,31865100,USD,218910787.8041458,300000000,0.55388239280178,,
HTR,Hathor,690,0.047804,USD,22011126.990695078,USD,44661679.399104,USD,460445297.27,934266576,0.04259701875789331,,
KEKIUS,Kekius Maximus,691,0.022907,USD,22907000,USD,22907000,USD,1000000000,1000000000,2.164193068252137,,
KISHU,Kishu Inu,692,2.4194e-10,USD,22533347.337487143,USD,23396308.9195761,USD,93136097121133940,96702938412730850,0.14085556326676674,488.0180810403888,0.002049104405861633
LOOKS,LooksRare,693,0.022727,USD,22725674.402271003,USD,22727000,USD,999941673,1000000000,0.6166648180683717,119.6245900490854,0.008359485282998014
LUNA,Luna by Virtuals,694,0.022035,USD,22035000,USD,22035000,USD,1000000000,1000000000,0.0353050007314064,,
ALEPH,Aleph.im,695,0.091954,USD,22732912.21514418,USD,45977000,USD,247220482.1448135,500000000,0.04592892740374742,,
MYRO,Myro,696,0.023094,USD,21805442.90361,USD,23093572.541607,USD,944203815,999981490.5,1.7315919882637294,,
RBN,Ribbon Finance,697,0.22543,USD,21864425.127996054,USD,225430000,USD,96989864.38360491,1000000000,0.024853570058549043,21.96443564830249,0.04552814449741095
MNGO,Mango,698,0.0194,USD,21678873.648497242,USD,21678873.648497242,USD,1117467713.840064,1117467713.840064,0.0021788920941067597,,
ELIZA,Eliza (elizawakesup),699,0.023161,USD,23160873.965048578,USD,23160873.965048578,USD,999994558.311324,999994558.311324,0.23324828421232977,,
GAFI,GameFi.org,700,2.037,USD,22295093.7033636,USD,30463274.547951,USD,10945063.1828,14954970.323,0.013053840746289937,,
GFAL,Games for a living,701,0.0063525,USD,21619851.23881775,USD,63525000,USD,3403361076.555333,10000000000,0.012155213533376768,,
HOPR,HOPR,702,0.062203,USD,21222034.690039,USD,62203000,USD,341173813,394545361,0.03041038336154345,,
ASD,ASD,703,0.032162,USD,21246708.442388,USD,25106148.442388,USD,660615274,780615274,0.06161275971690835,,
CLANKER,tokenbot,704,23.164,USD,23164000,USD,23164000,USD,1000000,1000000,0.876603098536739,,
REN,Ren,705,0.021304,USD,21289736.55362965,USD,21303992.17725109,USD,999330480.3618875,999999632.80375,0.09357526449562122,216.62504651194755,0.004616271368901226
KOMA,Koma Inu,706,0.033322,USD,20899929.230547067,USD,33321999.999999996,USD,627211128.7001702,627211128.7001702,1.9157656512031005,,
ADX,AdEx,707,0.14274,USD,20561129.88370272,USD,21411000,USD,144046026.928,150000000,0.4405926814770739,,
SIX,SIX,708,0.024294,USD,20673382.826401044,USD,24293999.27118,USD,850966610.126,999999970,0.08046709402968656,,
CEEK,CEEK VR,709,0.024834,USD,20009195.329782024,USD,24834000,USD,805717779.245471,1000000000,0.08836830033108044,320.9934782073641,0.003115328091974482
PROPC,Propchain,710,0.80284,USD,20574640.43028531,USD,80284000,USD,25627323.53929215,63763336.9999994,0.06341667542477615,,
HEGIC,Hegic,711,0.029887,USD,21032299.28541638,USD,90019939.522656,USD,703727349.1958504,3012009888,0.004662475124851698,1497.0962274349574,0.0006679597354362084
BLUE,Bluefin,712,0.16232,USD,20248313.46456,USD,162320000,USD,124743183,1000000000,0.34103122062709307,,
LINA,Linear Finance,713,0.0026577,USD,20241600.7788424,USD,26577000,USD,7616209797.510029,10000000000,1.6075396525942962,,
BLZ,Bluzelle,714,0.04353,USD,19783705.876679637,USD,21765000,USD,454484398.729144,500000000,0.14425120394501825,,
SHPING,SHPING,715,0.008758,USD,20027719.641712,USD,87580000,USD,2286791464,10000000000,0.049956721333580346,,
LEASH,Doge Killer,716,190.45,USD,20262646.052475877,USD,20480265.042568862,USD,106393.52088462,107536.17769792,0.14300819839000292,32.51175146695381,0.030758109141441926
NEIRO,Neiro Ethereum,717,0.019577,USD,19577000,USD,19577000,USD,1000000000,1000000000,0.7942646676792435,,
QUICK,Quickswap[New],718,0.026547,USD,19842471.68018871,USD,26192736.855340485,USD,747446855.7723551,986655247.4984173,0.6477567406796622,35622876.80587673,2.807184847673586e-8
GROK,GROK,719,0.0031447,USD,19876775.5608152,USD,21698430,USD,6320722345.792986,6596446345.792986,0.6532289683999706,,
SLF,Self Chain,720,0.20355,USD,19744350,USD,68392800,USD,97000000,336000000,0.7589661865240233,,
FIO,FIO Protocol,721,0.023993,USD,19273861.897895202,USD,23993000,USD,803311878.3768266,839242769.7719939,0.5331847756127429,,
OPUL,Opulous,722,0.051733,USD,19189094.41362517,USD,25866500,USD,370925606.742798,500000000,0.041752720743458434,,
BIFI,Beefy,723,239.52,USD,19161600,USD,19161600,USD,80000,80000,0.06297333890696706,,
PORK,PepeFork,724,4.6309e-8,USD,18500914.35697227,USD,19481733.21,USD,399510124532429.3,420690000000000,0.06764902734299469,,
COMBO,COMBO,725,0.26684,USD,18959448.436320003,USD,18959448.436320003,USD,71051748,71051748,0.5285236030102057,,
FIRO,Firo,726,1.279,USD,18722865.313277517,USD,27370600,USD,14638674.99083465,21400000,0.15036050220254193,,
GEMS,Gems,727,0.046889,USD,18752375.771693,USD,39541680.31822,USD,399931237,838793459.3,0.20085620271832846,,
PROS,Prosper,728,0.35751,USD,18374160.31065,USD,35751000,USD,51394815,100000000,0.4351008419061325,,
FOX,Shapeshift FOX Token,729,0.049529,USD,18680068.489698,USD,49529066.220272996,USD,377154162,1000001337,0.10275759449580812,,
MANEKI,MANEKI,730,0.0020727,USD,18361565.0530263,USD,18361565.0530263,USD,8858766369,8858766369,0.8856475186576122,,
CHEQ,cheqd,731,0.028473,USD,18293697.921494998,USD,34861552.526373,USD,642492815,1224372301,0.033566412187232525,,
GOG,Guild of Guardians,732,0.026144,USD,18075543.382249057,USD,26144000,USD,691384003.299,1000000000,0.0516501117264977,,
SUSD,sUSD,733,0.91978,USD,17909714.163418297,USD,130976280.17372,USD,19471736.89732142,19471736.89732142,0.09408611211699014,,
PIVX,PIVX,734,0.19925,USD,17991753.891580764,USD,17991753.891580764,USD,90297384.6503426,90297384.6503426,0.15925889264253598,,
WING,Wing Finance,735,3.6951,USD,17849230.766369354,USD,28223635.20709735,USD,4830513.58998927,7638124.86998927,0.12599438183829256,,
VVAIFU,Dasha,736,0.017206,USD,17091515.029375322,USD,17204353.53824516,USD,993346218.143399,993346218.143399,0.6517286010956637,,
UFT,UniLend,737,0.20635,USD,17550113.394791003,USD,20635000,USD,85050222.4123625,100000000,0.15021460123210073,168.6419288440171,0.005929723449290808
SANTOS,Santos FC Fan Token,738,2.6067,USD,17584957.968680777,USD,78201000,USD,6746061.291549,30000000,1.384800270777885,,
QTCON,Quiztok,739,0.0016067,USD,17077793.578317393,USD,19280400,USD,10629111581.7,12000000000,0.09628987993233011,,
SAMO,Samoyedcoin,740,0.0046439,USD,16983366.7513013,USD,22043277.9710518,USD,3657134467,4746716762,0.08144434584404453,,
DLC,Diamond Launch,741,0.17267,USD,16611381.67952,USD,172670000,USD,96203056,1000000000,0.009224287992693193,,
VIDT,VIDT DAO,742,0.019652,USD,16553290.582276,USD,19652000,USD,842320913,1000000000,0.6217685372041718,,
PROPS,Propbase,743,0.040817,USD,15826855.159599792,USD,48980400,USD,387751553.509562,1200000000,0.1560265231027541,,
BURGER,BurgerCities,744,0.26207,USD,16412133.033443768,USD,16562918.16413566,USD,62624997.26578306,63000000,0.8045538736654337,,
VLX,Velas,745,0.0061055,USD,16372205.764814515,USD,16372205.764814515,USD,2681550366.851939,2681550366.851939,0.007586178078940552,,
MAJOR,Major,746,0.1953,USD,16278229.2204,USD,19529999.8047,USD,83349868,99999999,8.711264405637309,,
PSG,Paris Saint-Germain Fan Token,747,2.198,USD,16243441.998,USD,43718220,USD,7390101,19890000,0.28877227950657036,,
ALPACA,Alpaca Finance,748,0.107074,USD,16147385.540360533,USD,20129912,USD,150805849.60270965,150805849.60270965,0.5473015504792492,,
CREAM,Cream Finance,749,8.6129,USD,15982605.4011,USD,25188822.2434,USD,1855659,2924546,0.5996529753822041,44.366170288256804,0.022539696203273334
KRL,Kryll,750,0.416,USD,15979129.338171849,USD,20557616.768,USD,38411368.60137464,49417348,0.037124275167330786,20.23208518932435,0.04942644273402226
PSP,ParaSwap,751,0.022315,USD,16624159.724335002,USD,44630000,USD,744976909,1800000000,0.022453708650321674,30.08459674637856,0.03323960126274171
BZZ,Swarm,752,0.28823,USD,15161088.492488533,USD,18201562.22651,USD,52600660.90444622,63149437,0.06936252006014901,,
PDA,PlayDapp,753,0.025494,USD,15549984.86643,USD,17845800,USD,609946845,700000000,0.7743754357277397,,
SWAP,TrustSwap,754,0.14979,USD,14978275.61556,USD,14978275.6555661,USD,99995164,99995164.26708125,0.1127898660975346,52.14969361835242,0.019175568073674775
VXV,Vectorspace AI,755,0.31802,USD,15861532.280517912,USD,15901000.000000002,USD,49875895.47990035,50000000,0.0027485130232522853,,
HARD,Kava Lend,756,0.11364,USD,15317725.15152,USD,22728000,USD,134791668,200000000,0.19077111351925766,,
OG,OG Fan Token,757,3.6748,USD,15173319.0212,USD,18374000,USD,4129019,5000000,1.369968179725216,,
PNK,Kleros,758,0.018925,USD,15240202.262883715,USD,15240202.273200002,USD,805294703.4548858,805294704,0.026718604447589604,,
OBSR,Observer,759,0.0024631,USD,15042350.8933601,USD,34483400,USD,6107080871,14000000000,0.3248573916605543,,
MEMEFI,MemeFi,760,0.001484,USD,14840000,USD,14840000,USD,10000000000,10000000000,1.3456821122366247,,
VINU,Vita Inu,761,1.6431e-8,USD,14781283.93653137,USD,14781491.91,USD,899597342616479.2,899597342616479.2,0.44156756659521246,,
WNCG,Nine Chronicles,762,0.031572,USD,14408145.825252842,USD,31572000.000000004,USD,456358349.97,723789440,0.04431170629709157,,
DMTR,Dimitra,763,0.029943,USD,14567364.764057035,USD,15780520.125639,USD,486503181.51344335,527018673,0.26295570377989147,,
TROY,TROY,764,0.0014888,USD,14888000,USD,14888000,USD,10000000000,10000000000,1.8499491937040986,,
SQGROW,Squid Grow,765,0.014711,USD,14711000,USD,14711000,USD,1000000000,1000000000,0.01845920508698321,,
AMB,AirDAO,766,0.0043296,USD,14731381.949750401,USD,28033223.607100803,USD,3402481049,6474783723,0.3211807099091281,,
VOLT,Volt Inu,767,2.6914e-7,USD,14739798.521620458,USD,18570660,USD,54766287142827,69000000000000,0.03085439099353454,,
BAR,FC Barcelona Fan Token,768,1.559,USD,14538744.474,USD,62297640,USD,9325686,39960000,0.18631680893566616,,
VAI,VAIOT,769,0.040455,USD,14539935.312314998,USD,16182000,USD,359410093,400000000,0.08811474808564156,,
MUMU,Mumu the Bull,770,0.0000062085,USD,14175274.622851372,USD,14465278.60524447,USD,2283204416985,2329915213859.14,0.17991755787124203,,
SOV,Sovryn,771,0.24189,USD,13942215.911304025,USD,24189000,USD,57638661.83514831,100000000,0.007454332889034234,,
NIM,Nimiq,772,0.0010666,USD,13618297.837437958,USD,22398600,USD,12767952219.61181,12767952219.61181,0.005791357973331542,,
AST,AirSwap,773,0.078271,USD,13656687.56344766,USD,39135500,USD,174479533.46,500000000,0.4146098431790224,22.07223534584619,0.045305787308406516
DEAI,Zero1 Labs,774,0.1469,USD,13400400.7436,USD,146900000,USD,91221244,1000000000,0.2988749084580914,,
GYEN,GYEN,775,0.006366,USD,13360838.782878,USD,13360838.782878,USD,2098780833,2098780833,0.001415683149301923,,
MAVIA,Heroes of Mavia,776,0.34558,USD,13408938.39406,USD,88810565.1606053,USD,38801257,250000000,0.7017802045114051,,
VIB,Viberate,777,0.066364,USD,13272468.180000002,USD,13272800.000000002,USD,199995000,200000000,0.37871541536307674,28727.828664815537,0.0000348094529408257
CGO,Comtech Gold,778,90.258,USD,12726378,USD,12726378,USD,141000,141000,0.0539058669528007,,
GAL,Galxe,779,1.838,USD,14611252.90338155,USD,147407982.1810427,USD,7949539.12044698,80200207.93310267,0.10520094591300297,,
TIME,Chrono.tech,780,17.768,USD,12617287.784,USD,12617287.784,USD,710113,710113,0.02619453098260963,,
REEF,Reef,781,0.00059656,USD,12537122.553395905,USD,12537122.553395905,USD,21015694235.94593,21015694235.94593,1.0214740296953955,,
PLU,Pluton,782,1.3403,USD,12991550.403637,USD,26806000,USD,9693016.79,20000000,0.11100005536115634,9.838247882076873,0.10164411508900689
CRTS,Cratos,783,0.00024932,USD,12291395.406063398,USD,24931999.999999996,USD,49299676745,100000000000,0.198064716426425,,
DBC,DeepBrain Chain,784,0.0021805,USD,11837830.487969501,USD,21805000,USD,5428952299,10000000000,0.018814410532520864,,
LAZIO,S.S. Lazio Fan Token,785,1.1166,USD,11955345.663425658,USD,44664000,USD,10706918.91763,40000000,1.3269296257706875,,
DNX,Dynex,786,0.11957,USD,11965262.64425175,USD,13152700,USD,100069102.98780422,100069102.98780422,0.07713538931193821,,
MOTHER,Mother Iggy,787,0.0125046,USD,12331325.687384825,USD,12331325.687384825,USD,986143154.31,986143154.31,0.6321583578451349,,
STC,SaitaChain Coin,788,0.00026153,USD,11751939.419697069,USD,52306000,USD,44935339806.89431,44936547035.710396,0.013296301588453718,,
NTX,NuNet,789,0.023014,USD,11601004.48031,USD,23014000,USD,504084665,1000000000,0.0219138466076083,,
DFI,DeFiChain,790,0.013497,USD,11188189.407292793,USD,16196400,USD,828938979.5727044,1149750004.0145879,0.09114829800315183,,
PORTO,FC Porto Fan Token,791,1.185,USD,11397574.52722665,USD,47400000,USD,9618206.35209,40000000,0.8647490099267253,,
ROUTE,Router Protocol,792,0.025584,USD,11581013.365584,USD,25584000,USD,452666251,1000000000,0.2104103815970875,,
ALPINE,Alpine F1 Team Fan Token,793,0.98631,USD,11204481.6,USD,39452400,USD,11360000,40000000,0.705254507319664,,
MNW,Morpheus.Network,794,0.26244,USD,12381922.837103473,USD,12570145.89192,USD,47180013.8588,47897218,0.01040523368074704,483575.7135637033,0.000002067928500028499
CWEB,Coinweb,795,0.0047289,USD,11139000.699753234,USD,35980487.7320063,USD,2355516229.9378786,7608637892.95741,0.01486346259107496,,
DVI,Dvision Network,796,0.013574,USD,11269084.44046,USD,13574000,USD,830196290,1000000000,0.06930778650547305,,
BLOK,Bloktopia,797,0.00044504,USD,11033471.10208824,USD,89008000,USD,24792088581,200000000000,0.03817073378845305,,
PIT,Pitbull,798,2.6404e-10,USD,10612337.415128786,USD,26404000,USD,40192158063660000,100000000000000000,0.014695635081379235,,
USDJ,USDJ,799,1.1367,USD,10954900.591139635,USD,10954900.591139635,USD,9637459.83209258,9637459.83209258,0.0745633115561266,,
FLOCK,Flock.io,800,0.09689,USD,10991715.368914,USD,96890000,USD,113445302.6,1000000000,2.178852149423819,,
UFO,UFO Gaming,801,4.328e-7,USD,11147878.787878677,USD,11147878.787878677,USD,25757575757575.5,25757575757575.5,0.04457997357578988,,
YFII,DFI.Money,802,282.84,USD,10916492.639999999,USD,11136824.999999998,USD,38596,39375,0.44178369836256776,1168.2606711975554,0.0008559733496591343
SDAO,SingularityDAO,803,0.13477,USD,11149953.8707352,USD,13477000,USD,82733203.76,100000000,0.017745951713566434,,
