Moneda,Descripción,Ranking,Precio,Precio - Divisa,Cambio de precio % 24 horas,Capitalización de mercado,Capitalización de mercado - Divisa,Volumen en USD 24 horas,Volumen en USD 24 horas - Divisa,Oferta circulante,Categoría
MERL,Merlin Chain,508,0.099809,USD,-4.029807692307693,52399725,USD,37035052.29228332,USD,525000000,
QI,BENQI,509,0.0100563,USD,-4.838617808999431,51950610.6233682,USD,11885445.56320602,USD,5165976614,"Concesión de préstamos y endeudamiento, Derivados, DeFi"
STRK,Strike,510,9.5213,USD,1.236576289207876,51933585.11937384,USD,9908835.69621239,USD,5454463.68871623,"Concesión de préstamos y endeudamiento, DeFi"
MBL,MovieBloc,511,0.0027853,USD,4.66461353564184,50681004.6571542,USD,11466455.87992413,USD,18195887214,"Redes sociales, medios de comunicación y contenidos"
FORTH,Ampleforth Governance Token,512,3.5491,USD,6.528394765277952,50906708.04725694,USD,6359510.51711311,USD,14343554.15380151,"Criptomonedas, Organización autónoma descentralizada (DAO)"
RAD,Radworks,513,0.98096,USD,-0.34647429384270606,50593972.25735517,USD,123266269.56440482,USD,51575978.89552598,"Gestión de datos e IA, Web3, Organización autónoma descentralizada (DAO)"
NKN,NKN,514,0.064684,USD,5.102040816326537,50707938.32248054,USD,18632172.22475925,USD,783933249.6827737,"Informática distribuida y almacenamiento, Internet de las cosas, Web3, DePIN"
ALICE,MyNeighborAlice,515,0.74289,USD,0.9242646659054962,50452135.95237,USD,41894406.92048539,USD,67913333,"Videojuegos, NFT y coleccionables, Metaverso"
MAV,Maverick Protocol,516,0.098997,USD,3.7759597230962934,49848080.095377974,USD,22656706.95544593,USD,503531219.0811638,"Escalables, DeFi"
PIPPIN,pippin,517,0.048505,USD,66.0504604429838,48504818.251765,USD,38850895.95614914,USD,999996253,Memes
META,Metadium,518,0.02893,USD,3.0711130112583787,49285400.269600004,USD,2545156.25037108,USD,1703608720,Identidad
LMWR,LimeWire,519,0.153,USD,2.7106816961889346,48919321.3719459,USD,4020223.22763861,USD,319734126.61402553,"Gestión de datos e IA, Redes sociales, medios de comunicación y contenidos, Web3"
BFC,Bifrost,520,0.034572,USD,-3.5550648633728885,47938868.434608,USD,10623814.94629715,USD,1386638564,"Interoperabilidad, Pagos"
RACA,RACA,521,0.00011832,USD,3.3356618931191067,48590518.30478814,USD,15215191.78670052,USD,410670371068.18915,"Videojuegos, NFT y coleccionables, Metaverso, Mercado"
THE,Thena,522,0.5415,USD,11.09121593809171,48620057.62780681,USD,43056823.71718627,USD,89787733.38468479,"Criptomonedas, Plataformas de contratos inteligentes (smart contracts), Mercado descentralizado, DeFi, Estadísticas, Web3"
COQ,Coq Inu,523,6.9743e-7,USD,-1.1458598906546578,48415590.599999994,USD,7566022.95760038,USD,69420000000000,Memes
PUFFER,Puffer,524,0.46551,USD,5.188316679477318,47624799.83067,USD,34290541.51053783,USD,102306717,
MODE,Mode,525,0.019407,USD,16.662656400384996,48517500.174663,USD,4741312.09911657,USD,2500000009,Gestión de datos e IA
LEVER,LeverFi,526,0.0013512,USD,0.31937017231135256,47264780.522795655,USD,27079199.06635168,USD,34979855330.66582,"Gestión de activos, DeFi"
MYRIA,Myria,527,0.0016896,USD,3.049524274213231,47294828.3731968,USD,4436820.52848283,USD,27991730808,"Videojuegos, NFT y coleccionables"
ACE,Fusionist,528,1.02904,USD,0.9028459273797936,47068682.69328,USD,97794492.44654523,USD,45740382,"Videojuegos, Redes sociales, medios de comunicación y contenidos"
PNG,Pangolin,529,0.21764,USD,12.97602988481893,47526911.04844,USD,2516548.49611988,USD,218373971,Mercado descentralizado
LYX,LUKSO,530,1.5096,USD,-1.1135857461024437,46097004.588264,USD,2494435.14461201,USD,30535906.59,"Plataformas de contratos inteligentes (smart contracts), Identidad, NFT y coleccionables, Redes sociales, medios de comunicación y contenidos, Metaverso, Nivel 1"
DOGE,Department Of Government Efficiency,531,0.056766,USD,38.21767713659604,55581503.669333495,USD,7450996.63065346,USD,979133700.9712416,Memes
MC,Merit Circle,532,0.145,USD,-3.973509933774838,46704764.769999996,USD,28533.48523609,USD,322101826,"Videojuegos, NFT y coleccionables, Metaverso, Organización autónoma descentralizada (DAO)"
HOOK,Hooked Protocol,533,0.21045,USD,0.6215634711929217,46737170.27951427,USD,21018386.03004301,USD,222082063.57573897,"Videojuegos, Gestión de datos e IA, Metaverso, Formación"
ATA,Automata Network,534,0.08185,USD,8.261731658955725,46089082.740273215,USD,26389244.13287657,USD,563092031.0357143,"Identidad, Escalables, Web3"
DEP,DEAPcoin,535,0.001607,USD,3.704181724315952,45841815.95520462,USD,2360509.06264062,USD,28526332268.32895,"Videojuegos, NFT y coleccionables, Metaverso"
GODS,Gods Unchained,536,0.13134,USD,4.03992395437264,45877791.864903964,USD,2322101.28292304,USD,349305557.0649,"Videojuegos, NFT y coleccionables"
RARI,RARI,537,1.8403,USD,5.400916380297827,45477591.14317513,USD,1090106.99972719,USD,24712053.00395323,"NFT y coleccionables, Mercado, Organización autónoma descentralizada (DAO)"
TLOS,Telos,538,0.12197,USD,-6.650849533139448,45808721.1373106,USD,14311196.80838634,USD,375573674.98,"Plataformas de contratos inteligentes (smart contracts), NFT y coleccionables, Nivel 1"
ALPHA,Stella,539,0.050078,USD,3.226138940424663,45520902,USD,20373093.07553551,USD,909000000,"DeFi, Organización autónoma descentralizada (DAO), Recaudación de fondos"
F,SynFutures,540,0.034532,USD,-2.0761245674740385,45075280.853268,USD,26526525.89671125,USD,1305319149,"Mercado descentralizado, Derivados, DeFi"
X,X empire,541,0.000064047,USD,-1.6568392604876765,44192430,USD,116175863.71765561,USD,690000000000,Videojuegos
UQC,Uquid Coin,542,4.4887,USD,-7.348387895801508,44887000,USD,493885.1594345,USD,10000000,"Pagos, DeFi, E-Commerce"
MBOX,MOBOX,543,0.109374,USD,-0.5871659698236753,44672863.12116,USD,34521195.474792,USD,408441340,"Videojuegos, NFT y coleccionables, DeFi, Metaverso"
ELA,Elastos,544,2.0155,USD,11.97222222222221,45304580.317499995,USD,698431.42122921,USD,22478085,"Plataformas de contratos inteligentes (smart contracts), Web3, DePIN"
GEAR,Gearbox Protocol,545,0.0044529,USD,-2.645387445840302,44529000,USD,1323341.95279431,USD,10000000000,
ICE,Ice Open Network,546,0.0066754,USD,8.538171413707895,44159134.52661631,USD,17660589.97053085,USD,6615204261.41,
GNS,Gains Network,547,1.405,USD,7.457549334557148,44525855.479017764,USD,7446784.95981447,USD,31691000.34093791,"Mercado descentralizado, DeFi"
UTK,xMoney,548,0.062141,USD,17.6246806094445,43754232.802445,USD,43706569.04985794,USD,704112145,Pagos
ETN,Electroneum,549,0.0024364,USD,0.8694212138776263,43806027.611749984,USD,1486249.27133387,USD,17979817604.56,"Criptomonedas, Pagos"
AQT,Alpha Quark Token,550,1.5936,USD,1.2877115526122092,42718361.9136,USD,45373722.4615361,USD,26806201,"NFT y coleccionables, Mercado"
LAT,PlatON,551,0.0069313,USD,-2.549105071495867,43907512.42334506,USD,5535012.96650336,USD,6334672056.22972,"Informática distribuida y almacenamiento, Gestión de datos e IA"
FCT2,FirmaChain,552,0.042639,USD,-2.1749604239796207,40685039.7928381,USD,9201897.91299388,USD,954174342.569903,Gestión de datos e IA
CTXC,Cortex,553,0.18752,USD,8.68431724697293,42596713.15308,USD,8616029.82835502,USD,227158239.9375,"Plataformas de contratos inteligentes (smart contracts), Internet de las cosas, Gestión de datos e IA"
NYM,NYM,554,0.053017,USD,1.8874829067236663,42798037.801332876,USD,1959420.37507398,USD,807251217.559139,"Privacidad, Plataformas de contratos inteligentes (smart contracts), Informática distribuida y almacenamiento, Interoperabilidad, Pagos, Web3, Nivel 1, DePIN"
BAKE,BakeryToken,555,0.14677,USD,3.003719559267321,42529618.01562191,USD,25495150.45333583,USD,289770511.79138726,"Mercado descentralizado, NFT y coleccionables, DeFi, Mercado"
TLM,Alien Worlds,556,0.007432,USD,3.156974080604184,42463488.296871066,USD,42486750.94794846,USD,5713601762.227,"Videojuegos, NFT y coleccionables, Metaverso, Organización autónoma descentralizada (DAO)"
MAPO,MAP Protocol,557,0.0077841,USD,0.5429794055668364,42640212.54884695,USD,2578837.11043458,USD,5477860324.102588,Interoperabilidad
ZCX,Unizen,558,0.06194,USD,-1.309709696950378,42672184.4235345,USD,2220797.22574626,USD,688927743.357031,
AERGO,Aergo,559,0.088935,USD,5.59923981470483,41799449.62370901,USD,16592145.25112298,USD,469999995.7689212,"Plataformas de contratos inteligentes (smart contracts), Soluciones para empresas"
RDNT,Radiant Capital,560,0.034762,USD,1.959289024461788,41477132.247096,USD,33863378.54744547,USD,1193174508,"Concesión de préstamos y endeudamiento, DeFi"
MONKY,Wise Monkey,561,0.0000045209,USD,-10.509125460231985,38427650,USD,3237376.48503874,USD,8500000000000,"Memes, Videojuegos"
SD,Stader,562,0.77831,USD,7.160459833413643,41471827.64271106,USD,7256128.67002149,USD,53284459.46051195,Derivados
TT,ThunderCore,563,0.0034946,USD,5.826418751135611,41127716.910162404,USD,2288856.46168946,USD,11768934044,Plataformas de contratos inteligentes (smart contracts)
TNSR,Tensor,564,0.32639,USD,3.749841108427602,40798750,USD,64750557.48915998,USD,125000000,NFT y coleccionables
PRCL,Parcl,565,0.19063,USD,6.679731243001117,40821426.80099,USD,62711822.69365877,USD,214139573,Mercado inmobiliario
KUJI,Kujira,566,0.31183,USD,16.345795089918667,38152340.160895,USD,1203090.0212421,USD,122349806.5,
CHILLGUY,Just a chill guy,567,0.038199,USD,8.253446026433727,38197362.39898367,USD,44299155.44381239,USD,999957129.741189,Memes
SHIRO,Shiro Neko,568,4.085e-8,USD,15.67585895117542,40850000,USD,17257031.06776989,USD,1000000000000000,Memes
DEGO,Dego Finance,569,1.8634,USD,9.380136182202392,39126206.019718565,USD,25855957.25995914,USD,20997212.63267069,"NFT y coleccionables, DeFi, Organización autónoma descentralizada (DAO)"
FORT,Forta,570,0.08178,USD,-0.061102285225460705,39314474.3613,USD,1418693.6092828,USD,480734585,"Gestión de datos e IA, Ciberseguridad"
ORDER,Orderly Network,571,0.189,USD,19.167717528373274,40231694.979,USD,37843126.96410318,USD,212866111,
NAVX,NAVI Protocol,572,0.096873,USD,33.20853406744666,38418058.98438207,USD,6853306.3851444,USD,396581699.59,Concesión de préstamos y endeudamiento
AVA,AVA (Travala),573,0.67801,USD,5.517595604600847,38352209.906189494,USD,28155120.03680016,USD,56565846.973038,"Pagos, Mercado, Turismo, Hostelería"
VR,Victoria VR,574,0.0070023,USD,-1.5633347392099046,37366004.94463022,USD,22558207.10723267,USD,5336247367.954846,"Videojuegos, Gestión de datos e IA, NFT y coleccionables, Metaverso"
GRS,Groestlcoin,575,0.43366,USD,1.8196332558521704,37672713.72219524,USD,4653286.23504724,USD,86871543.88736624,Criptomonedas
REZ,Renzo,576,0.018857,USD,2.2751954821894156,38066166.19234725,USD,27787872.33052529,USD,2018675621.379183,
GTC,Gitcoin,577,0.45042,USD,4.975878061854704,38693143.74354263,USD,18080248.73067952,USD,85904586.26069586,"Web3, Organización autónoma descentralizada (DAO)"
GFI,Goldfinch,578,1.3569,USD,20.96817330837123,39533669.84478,USD,3198030.18775534,USD,29135286.2,"Concesión de préstamos y endeudamiento, DeFi"
DNT,district0x,579,0.0389,USD,6.5753424657534225,38900000,USD,633716.98588861,USD,1000000000,"Pagos, Redes sociales, medios de comunicación y contenidos, Web3"
EURT,Tether EURt,580,1.0169,USD,-1.4916698953893919,37002286.076506995,USD,756244.61766456,USD,36387340.03,"Stablecoins, Stablecoins garantizadas por activos"
LISTA,Lista DAO,581,0.19949,USD,9.49374039095102,37024109.19043761,USD,31519845.66431491,USD,185593810.16811675,"Concesión de préstamos y endeudamiento, DeFi, Organización autónoma descentralizada (DAO)"
WOJAK,Wojak,582,0.00054107,USD,17.336863349319675,37552815.49558859,USD,4019489.38309765,USD,69404726737,Memes
RETARDIO,RETARDIO,583,0.037282,USD,18.310259814147543,36374976.101730004,USD,12079207.37526851,USD,975671265,Memes
REI,REI Network,584,0.038651,USD,3.040729775146041,36718450,USD,7466832.66062041,USD,950000000,Escalables
SUNDOG,SUNDOG,585,0.038171,USD,7.321875615313216,38072541.951625995,USD,34930704.90349978,USD,997420606,Memes
ATR,Artrade,586,0.028984,USD,11.894375168899357,36443073.20043439,USD,1374012.8200264,USD,1257351407.6881862,
BAN,Comedian,587,0.03665,USD,26.75452250008647,36648602.132350005,USD,67153951.79899101,USD,999961859,Memes
BOUNTY,BOUNTY,588,0.071273,USD,2.506831583489154,36260138.678727,USD,9422345.23945455,USD,508749999,Gestión de datos e IA
ATLAS,Star Atlas,589,0.0019779,USD,7.57097791798108,35873610.2991617,USD,3156601.10474681,USD,18137221446.5654,"Videojuegos, NFT y coleccionables, Metaverso"
MOC,Moss Coin,590,0.08721,USD,5.375720448037112,36932535.69048,USD,13344973.22255513,USD,423489688,"NFT y coleccionables, Metaverso"
MLN,Enzyme,591,13.446,USD,-0.18558384678197873,35860286.52503177,USD,18884391.98493081,USD,2666985.46222161,"Gestión de activos, DeFi"
CUSD,Celo Dollar,592,0.99804,USD,0.06207946171098545,35484479.45474658,USD,10919203.76856484,USD,35554165.61936053,"Stablecoins, Stablecoins algorítmicas, DeFi"
LADYS,Milady Meme Coin,593,4.7875e-8,USD,4.291227840648905,35157773.36223597,USD,8551036.66318301,USD,734366023232083,Memes
VENOM,Venom,594,0.035771,USD,0.6188292875024556,35374631.207169995,USD,336345.71803494,USD,988919270,"DeFi, Organización autónoma descentralizada (DAO)"
DBR,DeBridge,595,0.030161,USD,10.716776158843173,35262683.655799,USD,60647059.94002444,USD,1169148359,Interoperabilidad
WEN,Wen,596,0.000048184,USD,3.860995537542839,35064313.58283653,USD,23385233.56993143,USD,727716951329,Memes
LTO,LTO Network,597,0.079981,USD,7.713465357162031,34858313.2314315,USD,3124483.31549762,USD,435832425.5939723,"Identidad, Soluciones para empresas, Nivel 1"
GST,Green Satoshi Token (SOL),598,0.012657,USD,4.646548160396858,34110117.21020345,USD,2509618.86488621,USD,2694960670.791139,Moverse para ganar (move to earn)
OMG,OMG Network,599,0.24998,USD,2.5853578463558766,35058544.65331829,USD,10411950.78716938,USD,140245398.24513277,"Criptomonedas, Escalables, Pagos"
NS,Sui Name Service,600,0.2058,USD,14.866525187088131,34143507.32616258,USD,11834395.66875955,USD,165906255.229167,
CCD,Concordium,601,0.0031392,USD,-0.38080731150037633,33627243.829435766,USD,298746.73038152,USD,10712042504.279997,"Herramientas de desarrollo, Identidad, Soluciones para empresas, Nivel 1"
ERN,Ethernity Chain,602,1.4437,USD,3.695448989862671,34221912.321141094,USD,10810762.16367585,USD,23704309.98208845,"Videojuegos, NFT y coleccionables, Metaverso"
PERP,Perpetual Protocol,603,0.50913,USD,3.5829823597631725,33603678.1679535,USD,20199481.471576,USD,66002156.95,"Mercado descentralizado, Derivados, DeFi"
NGL,Entangle,604,0.057691,USD,-2.7403748562149053,33005732.603103,USD,319696.96264613,USD,572112333,"Oráculos, Derivados, Interoperabilidad, DeFi, Web3, DePIN"
SN,SpaceN,605,0.8205,USD,-3.322728879462708,32828205,USD,3679.98535223,USD,40010000,"NFT y coleccionables, Gestión de activos"
GHX,GamerCoin,606,0.049328,USD,0.24386278653876423,32061479.604892973,USD,2813212.4340953,USD,649965123.3557609,"Videojuegos, Informática distribuida y almacenamiento, DePIN"
FUN,FUNToken,607,0.0030133,USD,-1.4714056828957232,32673819.56327737,USD,5168246.05965015,USD,10843201660.398026,"Videojuegos, Pagos, DeFi, Mercado"
UOS,Ultra,608,0.081941,USD,3.2184516161539842,33545048.97652742,USD,1741538.30308469,USD,409380517.4031,"Videojuegos, NFT y coleccionables, Metaverso"
POKT,Pocket Network,609,0.019545,USD,4.9903308981521235,32041014.657795,USD,864927.51733582,USD,1639345851,"Herramientas de desarrollo, Informática distribuida y almacenamiento, Interoperabilidad, DePIN"
QRL,Quantum Resistant Ledger,610,0.46219,USD,4.127334579944579,31399880.6023,USD,160186.58389042,USD,67937170,"Informática distribuida y almacenamiento, DePIN"
POLS,Polkastarter,611,0.33189,USD,11.657246669358099,32926684.744566612,USD,2704730.03309821,USD,99209631.94000003,DeFi
MOODENG,MOO DENG,612,0.000079711,USD,5.112409835202451,32562588.922916304,USD,11563232.31465388,USD,408508097037,Memes
IDEX,IDEX,613,0.039102,USD,7.885660679303588,31574434.60585008,USD,11255663.50146924,USD,807488993.04,"Mercado descentralizado, DeFi"
ALCX,Alchemix,614,13.237,USD,5.634027611523418,31668640.098624,USD,9232810.1833419,USD,2392433.33826577,"Concesión de préstamos y endeudamiento, DeFi"
GEL,Gelato,615,0.13147,USD,3.0975533249686396,31882945.444176134,USD,368159.62727516,USD,242511184.63661772,"Plataformas de contratos inteligentes (smart contracts), Herramientas de desarrollo, DeFi"
APX,APX,616,0.056177,USD,-3.717478490384952,31301767.39023763,USD,4980797.24008123,USD,557198985.1760975,"Mercado descentralizado, Derivados, DeFi"
BRISE,Bitgert,617,7.9194e-8,USD,-5.071959702566552,31336273.86,USD,28882248.76635443,USD,395690000000000,Plataformas de contratos inteligentes (smart contracts)
ORN,Orion,618,0.931,USD,-5.1934826883910326,31790163.405,USD,984422.13331839,USD,34146255,"Mercado descentralizado, DeFi"
ARRR,Pirate Chain,619,0.16206,USD,-1.8175209014903686,31798408.099107336,USD,51259.05230501,USD,196213797.97055,"Privacidad, Criptomonedas"
KARRAT,KARRAT,620,0.15816,USD,1.538560576799281,31399853.85912,USD,3638082.04899464,USD,198532207,Videojuegos
TOKEN,TokenFi,621,0.030726,USD,11.398832190911397,30726608.036814,USD,23235573.15203046,USD,1000019789,"Tokens garantizados por activos, Memes, Plataformas de contratos inteligentes (smart contracts), Gestión de datos e IA, Redes sociales, medios de comunicación y contenidos, DeFi, Estadísticas, Formación, Mercado inmobiliario, Organización autónoma descentralizada (DAO)"
TRUMP,MAGA,622,0.72948,USD,1.1788854678094853,32095191.984360002,USD,1022649.38765056,USD,43997357,Memes
VADER,VaderAI by Virtuals,623,0.032852,USD,118.25671007175127,32744886.481076,USD,1615087.55635218,USD,996739513,
GHST,Aavegotchi,624,0.58176,USD,-5.607476635514007,30686560.834296487,USD,16604485.78745164,USD,52747801.21406849,"Videojuegos, NFT y coleccionables, Organización autónoma descentralizada (DAO)"
BGSC,BugsCoin,625,0.0050338,USD,-1.100239695076437,30580335,USD,7070660.62633747,USD,6075000000,
MOB,MobileCoin,626,0.15346,USD,-18.09350982066609,30446422.10542,USD,406188.33271059,USD,198399727,"Privacidad, Pagos"
AHT,AhaToken,627,0.0050657,USD,3.29098953979161,30351407.6156145,USD,4716625.8172642,USD,5991552522.97106,"Redes sociales, medios de comunicación y contenidos, Web3"
BOBO,BOBO,628,4.6989e-7,USD,6.0706401766004445,31075914.038540527,USD,1907146.74483588,USD,66134444313649,Memes
EWT,Energy Web Token,629,1.02875,USD,5.585761181780878,30926424.4675,USD,591764.9223463,USD,30062138,"Soluciones para empresas, Energía"
XION,XION,630,1.1612,USD,11.861296242634964,29679497.4796,USD,10435759.29101871,USD,25559333,Nivel 1
SBD,Steem Dollars,631,2.1219,USD,-6.905640484976278,29792306.244300604,USD,42608283.06170525,USD,14040391.274,"Stablecoins, Redes sociales, medios de comunicación y contenidos"
ALCH,Alchemist AI,632,0.034424,USD,24.108462842101456,29260400.000000004,USD,36275707.74124829,USD,850000000,
LOCUS,Locus Chain,633,0.014447,USD,5.168522967168964,30065114.088808995,USD,444698.76271077,USD,2081062787.3474767,"Escalables, Pagos"
SWELL,Swell Network,634,0.014936,USD,6.710018579391172,29240017.52560792,USD,22005677.01136256,USD,1957687300.85752,Derivados
POLIS,Star Atlas DAO,635,0.105587,USD,11.874337783428686,29344514.902809486,USD,986253.79203395,USD,277917877.2274,"Videojuegos, Metaverso, Organización autónoma descentralizada (DAO)"
DEXT,DEXTools,636,0.3819,USD,-5.2592408831555435,29628808.533383194,USD,357188.01504113,USD,77582635.59409058,"Redes sociales, medios de comunicación y contenidos, Estadísticas"
AMPL,Ampleforth,637,1.02125,USD,1.566384883142708,28875326.589,USD,2394624.72222712,USD,28274493.6,"Stablecoins, Stablecoins algorítmicas, DeFi"
ZKL,zkLink,638,0.13471,USD,20.488721804511282,29630587.038429998,USD,6863546.84155099,USD,219958333,
BOBA,Boba Network,639,0.16944,USD,1.8881539386650654,29080009.846358404,USD,11389802.11010964,USD,171624231.86,"Interoperabilidad, Escalables, Nivel 1"
DIMO,DIMO,640,0.09318,USD,-6.6526400160304515,28538370.913971532,USD,702191.69010002,USD,306271419.98252344,"Informática distribuida y almacenamiento, Internet de las cosas, Gestión de datos e IA, DePIN"
WAN,Wanchain,641,0.14497,USD,-1.2537476151539986,28767100.256081186,USD,3567179.28566774,USD,198434850.35580596,"Interoperabilidad, DeFi"
VRTX,Vertex Protocol,642,0.067704,USD,-2.907584941891296,28623079.526754763,USD,1875438.39298104,USD,422767924.00382197,"Mercado descentralizado, DeFi"
ALEX,ALEX Lab,643,0.047219,USD,-2.2542850045541107,28637845.516228694,USD,1358115.34796268,USD,606489877.3,"Concesión de préstamos y endeudamiento, DeFi"
NULS,NULS,644,0.25727,USD,3.8174407812436932,28668628.656106997,USD,4955749.88397021,USD,111434013.51151319,"Herramientas de desarrollo, Soluciones para empresas"
HAI,Hacken Token,645,0.034542,USD,13.09301640310383,28793790.340272002,USD,522930.04176482,USD,833587816,"Plataformas de contratos inteligentes (smart contracts), Gestión de datos e IA, Soluciones para empresas, Ciberseguridad"
SIGMA,SIGMA,646,0.031492,USD,58.370631128991704,28338051.0961522,USD,5280597.78439325,USD,899849202.85,Memes
REKT,Rekt,647,1.11958e-7,USD,0.5864918268367156,28636570.519927155,USD,9678107.1613962,USD,255779582700004.97,Memes
NUM,Numbers Protocol,648,0.038211,USD,3.298099537725389,28221857.300556,USD,1183802.33652028,USD,738579396,"Gestión de datos e IA, NFT y coleccionables, Gestión de activos, Redes sociales, medios de comunicación y contenidos, Web3"
VIC,Viction,649,0.28463,USD,4.124277245114544,27560937.51102,USD,5809591.55393841,USD,96830754,
VRA,Verasity,650,0.0028433,USD,3.747354593884545,27860305.1923886,USD,27115289.81197603,USD,9798580942,"Videojuegos, Gestión de datos e IA, NFT y coleccionables, Redes sociales, medios de comunicación y contenidos"
GRND,SuperWalk,651,0.054624,USD,0.4320726617514555,29921806.520203196,USD,3700465.31457514,USD,547777653.05,"NFT y coleccionables, Moverse para ganar (move to earn), Salud"
FLM,Flamingo,652,0.04254,USD,5.784055304122947,27441259.356820103,USD,11201005.69341736,USD,645069566.4508722,"DeFi, Organización autónoma descentralizada (DAO)"
FIS,StaFi,653,0.26017,USD,4.230599735587522,27213506.47997,USD,12715741.24327278,USD,104598941,"Derivados, DeFi"
KMD,Komodo,654,0.19995,USD,5.6538969616908785,27183977.506199997,USD,2468334.52590947,USD,135953876,"Interoperabilidad, Soluciones para empresas"
DATA,Streamr,655,0.024721,USD,-4.1450375765088765,27084422.850013,USD,9964300.27168962,USD,1095603853,"Informática distribuida y almacenamiento, Internet de las cosas, Gestión de datos e IA, Web3, DePIN"
WXT,Wirex Token,656,0.0026734,USD,2.2367515485203016,26734000,USD,1447424.33096787,USD,10000000000,"Gestión de activos, Pagos"
SIDUS,SIDUS,657,0.0021815,USD,7.808253026933516,27062718.99598116,USD,1796615.97373618,USD,12405555349.979904,"Videojuegos, Gestión de datos e IA, NFT y coleccionables, Metaverso"
CORE,cVault.finance,658,2660.36,USD,-0.0037459356598057,26603600,USD,1939.3242243,USD,10000,"DeFi, Organización autónoma descentralizada (DAO)"
MDT,Measurable Data Token,659,0.039194,USD,4.77272119932657,26501297.947925,USD,11082783.05271243,USD,676157012.5,"Gestión de datos e IA, Mercado"
XPRT,Persistence One,660,0.12307,USD,-4.009047656189059,26259317.094938,USD,438271.36668829,USD,213368953.4,"Derivados, DeFi"
MICHI,michi (SOL),661,0.046256,USD,16.626749023068204,25707554.051581945,USD,13155744.61198632,USD,555766907.030049,Memes
COS,Contentos,662,0.0050803,USD,3.7363714320715427,26297963.509552203,USD,13890151.65482637,USD,5176458774,"Redes sociales, medios de comunicación y contenidos"
TARA,Taraxa,663,0.0049576,USD,7.725518414338984,26414325.06356,USD,589476.41850055,USD,5328046850,"Escalables, Web3, Nivel 1"
QUACK,RichQUACK.com,664,5.6896e-10,USD,-6.59771813182304,25083148.526541695,USD,449256.48101616,USD,44085961274152300,"Memes, Lealtad y recompensas, DeFi, Metaverso"
OL,Open Loot,665,0.08257,USD,8.251612564895915,24760124.382170565,USD,70233455.26870161,USD,299868286.0866,"Videojuegos, NFT y coleccionables"
TPT,TokenPocket,666,0.0073662,USD,-8.688376244251351,25534618.49988,USD,1497979.15985504,USD,3466457400,Pagos
ROOT,The Root Network,667,0.018126,USD,5.962820063135743,26225068.65489,USD,5320963.41872412,USD,1446820515,"Videojuegos, Metaverso, Nivel 1"
BETA,Beta Finance,668,0.028573,USD,-4.987862867023569,25412653.019047,USD,8979352.16222467,USD,889393939,Concesión de préstamos y endeudamiento
TET,Tectum,669,3.0863,USD,-0.45156920298034997,24997059.336697422,USD,1193668.69056026,USD,8099361.4803154,Nivel 1
SLND,Solend,670,0.4914,USD,-13.797035347776502,24863698.690698065,USD,97434.55602299,USD,50597677.433248,"Concesión de préstamos y endeudamiento, DeFi"
DADDY,Daddy Tate,671,0.040485,USD,-0.6624953993375032,24276666.78221739,USD,2674919.80700037,USD,599645962.262996,Memes
NPT,Neopin,672,0.14626,USD,-2.901148509593033,24456280.874626003,USD,1353745.78274237,USD,167211000.10000002,"Videojuegos, DeFi"
DIONE,Dione Protocol,673,0.0023974,USD,1.9996596324030023,24322681.100767635,USD,1598254.12645362,USD,10145441353.452755,"Energía, DeFi, Nivel 1, DePIN"
SUKU,Suku,674,0.06368,USD,5.956738768718801,25058817.056595463,USD,1834541.62457427,USD,393511574.38121015,"Soluciones para empresas, DeFi, Web3"
AIDOGE,ArbDoge AI,675,1.3493e-10,USD,-10.303795785415144,23539334.17333309,USD,16076699.99739101,USD,174455896934211000,Memes
WHY,WHY,676,5.6936e-8,USD,12.806377409375738,23913120,USD,12171786.7406865,USD,420000000000000,Memes
BOSON,Boson Protocol,677,0.17512,USD,12.638210336847507,24432319.16825572,USD,1268652.40745855,USD,139517583.1901309,"NFT y coleccionables, Pagos, E-Commerce, Mercado"
EVER,Everscale,678,0.012068,USD,-8.067342119296102,23961297.380776003,USD,278059.80142703,USD,1985523482,Plataformas de contratos inteligentes (smart contracts)
MATH,MATH,679,0.20757,USD,4.500830690228064,23736908.969782803,USD,1085675.80947423,USD,114356164.04,Pagos
MASA,Masa,680,0.066694,USD,-1.8183424373150372,23825161.712934002,USD,7761985.35201342,USD,357230961,"Privacidad, Gestión de datos e IA, Identidad"
KIN,Kin,681,0.0000084905,USD,11.085670923173534,23415624.60794039,USD,339292.44411759,USD,2757861681637.17,"Redes sociales, medios de comunicación y contenidos, Web3"
OORT,OORT,682,0.072833,USD,-4.074966744372884,23499459.00467761,USD,1159246.94261885,USD,322648511.0413907,"Informática distribuida y almacenamiento, Gestión de datos e IA, DePIN"
BSW,Biswap,683,0.04319,USD,0.3252032520325232,23515930.49001,USD,11955952.00880105,USD,544476279,"Mercado descentralizado, NFT y coleccionables, DeFi"
LOKA,League of Kingdoms Arena,684,0.12375,USD,4.167368243812098,23441559.222348664,USD,12013864.95307277,USD,189426741.19069627,"Videojuegos, NFT y coleccionables, Metaverso"
FARM,Harvest Finance,685,34.802,USD,4.271966903498508,23393328.451713827,USD,1937416.61067198,USD,672183.450713,"Mercado descentralizado, DeFi, Organización autónoma descentralizada (DAO)"
KLV,Klever,686,0.0026264,USD,3.2511695561583607,23324481.660038218,USD,1166754.37760371,USD,8880780406.65482,Pagos
